date,state-ids,death,hospitalized,negative,positive
2020-08-22,47,1563,6328,1865677,142083
2020-08-22,48,11266,,4067721,573139
2020-08-22,49,385,2899,573549,48814
2020-08-22,50,2443,15507,1346403,112072
2020-08-22,51,10,,13358,960
2020-08-22,52,58,,117051,1553
2020-08-22,53,1850,6469,1304935,71598
2020-08-22,54,1089,5545,1110788,74726
2020-08-22,55,176,,382673,9185
2020-08-22,56,37,203,61313,3543
2020-08-21,1,30,,316132,5403
2020-08-21,2,1990,13330,784330,112770
2020-08-21,3,663,3856,602939,55652
2020-08-21,4,0,,1514,0
2020-08-21,5,4688,21210,931089,196899
2020-08-21,6,11821,,9679036,650336
2020-08-21,7,1815,6797,594857,54230
2020-08-21,8,4460,11087,970851,51519
2020-08-21,9,602,,245589,13469
2020-08-21,10,600,,201238,16770
2020-08-21,11,10304,36425,3773926,593286
2020-08-21,12,4998,23125,1870472,249630
2020-08-21,13,7,,30749,767
2020-08-21,14,45,317,162828,5844
2020-08-21,15,1021,,518133,55006
2020-08-21,16,298,1226,204660,29120
2020-08-21,17,8066,,3376990,217346
2020-08-21,18,3208,10132,874115,84317
2020-08-21,19,419,2159,329459,36856
2020-08-21,20,864,4362,706202,42265
2020-08-21,21,4687,,1597087,141720
2020-08-21,22,8901,12245,1420121,125216
2020-08-21,23,3674,13823,1101368,102899
2020-08-21,24,129,407,219580,4285
2020-08-21,25,6634,,2321084,104618
2020-08-21,26,1799,6064,973404,68133
2020-08-21,27,1419,,823142,72964
2020-08-21,28,2,4,12867,54
2020-08-21,29,2214,5127,453479,76323
2020-08-21,30,89,363,202411,6216
2020-08-21,31,2494,,1878973,151912
2020-08-21,32,112,491,177538,9468
2020-08-21,33,373,1877,302419,31348
2020-08-21,34,428,710,182632,7050
2020-08-21,35,15893,22393,2426875,188817
2020-08-21,36,734,3009,670873,23951
2020-08-21,37,1185,,501878,64433
2020-08-21,38,25278,89995,7023755,428512
2020-08-21,39,3955,12719,1823849,113046
2020-08-21,40,715,4316,749156,51746
2020-08-21,41,414,1984,486900,24421
2020-08-21,42,7558,,1399509,127633
2020-08-21,43,374,,305972,28846
2020-08-21,44,1030,2438,224832,21022
2020-08-21,45,2459,7439,792803,110378
2020-08-21,46,159,948,122891,10884
2020-08-21,47,1549,6255,1840394,140844
2020-08-21,48,11051,,4012446,567580
2020-08-21,49,383,2870,570952,48445
2020-08-21,50,2436,15482,1331101,110860
2020-08-21,51,10,,12895,932
2020-08-21,52,58,,115457,1541
2020-08-21,53,1837,6400,1297850,71414
2020-08-21,54,1075,5505,1103038,73751
2020-08-21,55,170,,375253,9066
2020-08-21,56,37,203,61313,3524
2020-08-20,1,29,,307315,5332
2020-08-20,2,1974,13330,784330,112449
2020-08-20,3,641,3790,593744,54765
2020-08-20,4,0,,1514,0
2020-08-20,5,4684,21143,922163,196280
2020-08-20,6,11686,,9583215,644751
2020-08-20,7,1800,6784,594857,53901
2020-08-20,8,4458,11087,963408,51432
2020-08-20,9,601,,240576,13409
2020-08-20,10,595,,200238,16718
2020-08-20,11,10186,36070,3747150,588602
2020-08-20,12,4904,22880,1850094,246741
2020-08-20,13,6,,29988,704
2020-08-20,14,45,317,162828,5844
2020-08-20,15,1014,,514176,54015
2020-08-20,16,291,1200,202451,28696
2020-08-20,17,8044,,3327462,215053
2020-08-20,18,3191,10145,862194,83277
2020-08-20,19,411,2090,323950,35890
2020-08-20,20,856,4349,698092,41626
2020-08-20,21,4637,,1578213,140821
2020-08-20,22,8888,12225,1393794,124728
2020-08-20,23,3669,13785,1085447,102229
2020-08-20,24,128,405,215932,4253
2020-08-20,25,6634,,2321084,104618
2020-08-20,26,1791,6019,962785,67308
2020-08-20,27,1417,,814141,71733
2020-08-20,28,2,4,12867,54
2020-08-20,29,2190,5097,452177,75449
2020-08-20,30,89,357,201488,6072
2020-08-20,31,2465,,1853403,149904
2020-08-20,32,112,478,175545,9237
2020-08-20,33,371,1851,299368,31040
2020-08-20,34,428,710,182632,7050
2020-08-20,35,15884,22359,2396680,188527
2020-08-20,36,729,3002,664746,23749
2020-08-20,37,1172,,497379,63584
2020-08-20,38,25275,89995,6925584,427803
2020-08-20,39,3929,12615,1799356,112003
2020-08-20,40,709,4268,740225,50669
2020-08-20,41,412,1979,482202,24165
2020-08-20,42,7538,,1386071,126940
2020-08-20,43,367,,305972,28143
2020-08-20,44,1028,2431,218892,20871
2020-08-20,45,2401,7146,783480,109320
2020-08-20,46,157,940,121417,10691
2020-08-20,47,1488,6156,1812928,139175
2020-08-20,48,10793,,3984510,562559
2020-08-20,49,381,2853,567822,47982
2020-08-20,50,2427,15357,1313046,109882
2020-08-20,51,10,,12673,869
2020-08-20,52,58,,113922,1537
2020-08-20,53,1822,6388,1285895,70973
2020-08-20,54,1074,5469,1093294,72903
2020-08-20,55,166,,368731,8982
2020-08-20,56,34,202,60706,3468
2020-08-19,1,29,,305602,5247
2020-08-19,2,1944,13080,773868,111478
2020-08-19,3,631,3743,587064,54216
2020-08-19,4,0,,1514,0
2020-08-19,5,4634,21020,915682,195557
2020-08-19,6,11523,,9501852,638831
2020-08-19,7,1788,6781,590200,53631
2020-08-19,8,4457,11015,951106,51314
2020-08-19,9,600,,238305,13354
2020-08-19,10,595,,198226,16643
2020-08-19,11,10067,35620,3722192,584047
2020-08-19,12,4849,22664,1831715,243982
2020-08-19,13,5,,29151,599
2020-08-19,14,42,303,160504,5609
2020-08-19,15,1006,,509034,53288
2020-08-19,16,282,1170,200797,28326
2020-08-19,17,8017,,3277682,213221
2020-08-19,18,3180,10090,851697,82336
2020-08-19,19,411,2090,323950,35890
2020-08-19,20,842,4301,689894,40926
2020-08-19,21,4609,,1565071,139903
2020-08-19,22,8876,12213,1372225,124415
2020-08-19,23,3661,13744,1074119,101649
2020-08-19,24,127,403,213008,4234
2020-08-19,25,6618,,2291097,104091
2020-08-19,26,1784,5988,954308,66618
2020-08-19,27,1414,,804120,70675
2020-08-19,28,2,4,12866,54
2020-08-19,29,2163,5063,452177,74555
2020-08-19,30,84,348,200577,5956
2020-08-19,31,2431,,1830162,147932
2020-08-19,32,110,478,173558,8963
2020-08-19,33,368,1835,297553,30825
2020-08-19,34,427,712,180973,7036
2020-08-19,35,15878,22311,2369285,188427
2020-08-19,36,723,2998,659474,23579
2020-08-19,37,1134,,493498,63028
2020-08-19,38,25270,89995,6845201,427202
2020-08-19,39,3907,12529,1777589,110881
2020-08-19,40,699,4192,732817,49923
2020-08-19,41,408,1958,477286,23870
2020-08-19,42,7523,,1368318,126149
2020-08-19,43,356,,305972,27934
2020-08-19,44,1027,2419,237519,20795
2020-08-19,45,2360,7146,775717,108411
2020-08-19,46,155,935,120481,10566
2020-08-19,47,1452,6069,1791154,137800
2020-08-19,48,10559,,3959933,557256
2020-08-19,49,377,2832,562841,47521
2020-08-19,50,2410,15232,1297996,109019
2020-08-19,51,9,,12517,828
2020-08-19,52,58,,112364,1533
2020-08-19,53,1809,6358,1273513,70530
2020-08-19,54,1067,5430,1084163,72134
2020-08-19,55,166,,360923,8801
2020-08-19,56,34,197,59664,3430
2020-08-18,1,29,,304832,5177
2020-08-18,2,1936,12958,757898,110361
2020-08-18,3,619,3695,579575,53487
2020-08-18,4,0,,1514,0
2020-08-18,5,4529,20878,909077,194920
2020-08-18,6,11342,,9416372,632667
2020-08-18,7,1778,6739,586280,53370
2020-08-18,8,4456,11015,941476,51255
2020-08-18,9,599,,236153,13325
2020-08-18,10,593,,197252,16593
2020-08-18,11,9893,35112,3699108,579932
2020-08-18,12,4794,22429,1818642,241677
2020-08-18,13,5,,28649,577
2020-08-18,14,40,288,158984,5215
2020-08-18,15,989,,504147,52951
2020-08-18,16,273,1129,198927,27942
2020-08-18,17,7993,,3229678,210926
2020-08-18,18,3165,10037,846767,81847
2020-08-18,19,405,2034,319095,35167
2020-08-18,20,830,4252,686601,40299
2020-08-18,21,4554,,1550866,139125
2020-08-18,22,8839,12192,1352979,123588
2020-08-18,23,3650,13698,1066070,101235
2020-08-18,24,127,401,210113,4213
2020-08-18,25,6608,,2259122,103403
2020-08-18,26,1767,5932,937245,66061
2020-08-18,27,1402,,798064,69417
2020-08-18,28,2,4,12866,54
2020-08-18,29,2128,5025,452177,73207
2020-08-18,30,84,339,199666,5846
2020-08-18,31,2396,,1804341,146779
2020-08-18,32,109,469,172146,8775
2020-08-18,33,362,1883,294924,30563
2020-08-18,34,424,712,179890,7017
2020-08-18,35,15867,22259,2344647,188098
2020-08-18,36,718,2984,653650,23500
2020-08-18,37,1102,,491289,62639
2020-08-18,38,25264,89995,6765407,426571
2020-08-18,39,3871,12436,1759075,109923
2020-08-18,40,682,4115,725674,49326
2020-08-18,41,397,1929,472662,23676
2020-08-18,42,7499,,1353987,125579
2020-08-18,43,346,,305972,27713
2020-08-18,44,1024,2405,215471,20692
2020-08-18,45,2343,7146,770809,107672
2020-08-18,46,154,927,119570,10443
2020-08-18,47,1426,5981,1758594,135778
2020-08-18,48,10250,,3950413,550232
2020-08-18,49,369,2804,559359,47157
2020-08-18,50,2396,15163,1282023,108282
2020-08-18,51,9,,11868,796
2020-08-18,52,58,,112567,1530
2020-08-18,53,1785,6296,1259249,69967
2020-08-18,54,1059,5380,1075397,71424
2020-08-18,55,164,,356994,8731
2020-08-18,56,34,193,59078,3363
2020-08-17,1,28,,300538,5110
2020-08-17,2,1925,12958,743919,109004
2020-08-17,3,603,3621,569385,53077
2020-08-17,4,0,,1514,0
2020-08-17,5,4506,20756,904383,194005
2020-08-17,6,11242,,9305749,628031
2020-08-17,7,1768,6735,581397,53176
2020-08-17,8,4456,11015,930701,51267
2020-08-17,9,597,,232382,13273
2020-08-17,10,593,,196102,16536
2020-08-17,11,9674,34607,3676782,576094
2020-08-17,12,4727,22133,1788556,238861
2020-08-17,13,5,,28215,558
2020-08-17,14,40,283,156906,5042
2020-08-17,15,981,,501262,52722
2020-08-17,16,269,1110,196827,27660
2020-08-17,17,7967,,3197243,209186
2020-08-17,18,3135,9973,833627,81006
2020-08-17,19,405,2034,319095,35167
2020-08-17,20,818,4215,677125,39691
2020-08-17,21,4526,,1535804,138485
2020-08-17,22,8833,12178,1341501,123413
2020-08-17,23,3641,13658,1056897,100715
2020-08-17,24,127,399,208357,4197
2020-08-17,25,6592,,2237458,102749
2020-08-17,26,1758,5886,934307,65716
2020-08-17,27,1396,,789994,68623
2020-08-17,28,2,4,12867,53
2020-08-17,29,2095,4989,452177,72412
2020-08-17,30,82,330,198933,5792
2020-08-17,31,2348,,1789956,145516
2020-08-17,32,105,461,171772,8641
2020-08-17,33,361,1883,292619,30372
2020-08-17,34,423,709,178967,7004
2020-08-17,35,15857,22218,2323303,187767
2020-08-17,36,714,2965,647165,23408
2020-08-17,37,1077,,489456,61967
2020-08-17,38,25256,89995,6699171,425916
2020-08-17,39,3832,12319,1739954,109062
2020-08-17,40,665,4021,706619,48711
2020-08-17,41,388,1913,467766,23451
2020-08-17,42,7468,,1342475,124844
2020-08-17,43,335,,305972,26760
2020-08-17,44,1023,2380,213250,20572
2020-08-17,45,2288,6852,766594,106953
2020-08-17,46,153,921,118933,10360
2020-08-17,47,1387,5881,1736364,134744
2020-08-17,48,10034,,3933217,542950
2020-08-17,49,364,2782,554901,46894
2020-08-17,50,2385,15000,1266021,107421
2020-08-17,51,9,,11658,760
2020-08-17,52,58,,111696,1527
2020-08-17,53,1781,6255,1244746,69369
2020-08-17,54,1046,5327,1066040,70715
2020-08-17,55,160,,352207,8632
2020-08-17,56,33,195,57567,3331
2020-08-16,1,28,,296455,5060
2020-08-16,2,1898,12607,737991,108433
2020-08-16,3,599,3570,569385,52665
2020-08-16,4,0,,1514,0
2020-08-16,5,4506,20755,898437,193537
2020-08-16,6,11224,,9176573,621562
2020-08-16,7,1768,6727,573467,52838
2020-08-16,8,4453,11015,886793,50897
2020-08-16,9,597,,229632,13220
2020-08-16,10,593,,193934,16451
2020-08-16,11,9587,34341,3659212,573416
2020-08-16,12,4702,22087,1768243,237030
2020-08-16,13,5,,27257,516
2020-08-16,14,40,279,154474,4825
2020-08-16,15,975,,498765,52428
2020-08-16,16,269,1103,195745,27477
2020-08-16,17,7955,,3160770,207413
2020-08-16,18,3133,9935,826436,80415
2020-08-16,19,402,2020,309158,33885
2020-08-16,20,813,4193,673046,39315
2020-08-16,21,4507,,1520169,137918
2020-08-16,22,8829,12173,1326768,123200
2020-08-16,23,3639,13614,1042198,100212
2020-08-16,24,127,400,206055,4168
2020-08-16,25,6592,,2218791,102259
2020-08-16,26,1752,5851,928902,65152
2020-08-16,27,1367,,778143,67475
2020-08-16,28,2,4,12252,50
2020-08-16,29,2084,4916,448010,72136
2020-08-16,30,82,326,196174,5750
2020-08-16,31,2347,,1779694,144952
2020-08-16,32,105,459,171213,8582
2020-08-16,33,361,1883,290635,30241
2020-08-16,34,423,708,177941,6988
2020-08-16,35,15853,22206,2302731,187455
2020-08-16,36,711,2957,641989,23302
2020-08-16,37,1072,,486158,61305
2020-08-16,38,25250,89995,6642688,425508
2020-08-16,39,3826,12236,1721358,108287
2020-08-16,40,661,4013,706619,48342
2020-08-16,41,388,1863,465535,23262
2020-08-16,42,7468,,1332403,124460
2020-08-16,43,335,,305972,26006
2020-08-16,44,1022,2380,212564,20514
2020-08-16,45,2269,6852,761104,106497
2020-08-16,46,153,916,118500,10274
2020-08-16,47,1366,5847,1723632,133708
2020-08-16,48,9983,,3903459,535582
2020-08-16,49,363,2771,551875,46652
2020-08-16,50,2381,14967,1247161,106687
2020-08-16,51,9,,11430,741
2020-08-16,52,58,,109820,1515
2020-08-16,53,1766,6230,1229199,68729
2020-08-16,54,1046,5304,1060533,70246
2020-08-16,55,160,,346775,8564
2020-08-16,56,30,191,56809,3286
2020-08-15,1,28,,291723,4954
2020-08-15,2,1896,12607,729437,107580
2020-08-15,3,600,3562,536268,51992
2020-08-15,4,0,,1514,0
2020-08-15,5,4492,20795,884537,192654
2020-08-15,6,11147,,9067422,613689
2020-08-15,7,1768,6718,567787,52538
2020-08-15,8,4453,11015,886793,50897
2020-08-15,9,597,,226057,13159
2020-08-15,10,593,,192365,16396
2020-08-15,11,9480,34074,3633088,569637
2020-08-15,12,4669,22028,1752898,235168
2020-08-15,13,5,,26594,502
2020-08-15,14,40,277,151723,4543
2020-08-15,15,973,,494281,51793
2020-08-15,16,265,1091,193839,27173
2020-08-15,17,7937,,3125243,205851
2020-08-15,18,3128,9872,817939,79676
2020-08-15,19,402,2020,309158,33885
2020-08-15,20,810,4193,673046,38930
2020-08-15,21,4430,,1500275,136737
2020-08-15,22,8818,12170,1311604,122897
2020-08-15,23,3636,13556,1027959,99693
2020-08-15,24,127,399,203210,4144
2020-08-15,25,6586,,2189997,101782
2020-08-15,26,1745,5822,920060,64413
2020-08-15,27,1346,,769044,66397
2020-08-15,28,2,4,12252,50
2020-08-15,29,2080,4916,448010,71755
2020-08-15,30,82,324,195277,5659
2020-08-15,31,2343,,1759695,143706
2020-08-15,32,105,457,169701,8439
2020-08-15,33,361,1880,287695,29988
2020-08-15,34,423,706,176397,6980
2020-08-15,35,15851,22197,2273941,187442
2020-08-15,36,703,2946,635882,23160
2020-08-15,37,1069,,482242,60608
2020-08-15,38,25244,89995,6565603,424901
2020-08-15,39,3824,12210,1694676,107674
2020-08-15,40,657,3998,706619,47798
2020-08-15,41,386,1863,461861,23018
2020-08-15,42,7465,,1319884,123800
2020-08-15,43,329,,305972,25695
2020-08-15,44,1022,2375,211327,20439
2020-08-15,45,2260,6852,754518,105882
2020-08-15,46,152,913,117331,10118
2020-08-15,47,1345,5813,1698011,131747
2020-08-15,48,9840,,3792838,528838
2020-08-15,49,363,2760,548580,46321
2020-08-15,50,2381,14965,1231490,105750
2020-08-15,51,9,,11383,734
2020-08-15,52,58,,108788,1509
2020-08-15,53,1755,6206,1224398,68579
2020-08-15,54,1045,5275,1055119,69547
2020-08-15,55,160,,341787,8457
2020-08-15,56,30,191,56809,3227
2020-08-14,1,27,,291060,4869
2020-08-14,2,1893,12456,718675,106309
2020-08-14,3,587,3566,536268,52392
2020-08-14,4,0,,1396,0
2020-08-14,5,4423,20515,875854,191721
2020-08-14,6,10996,,8955523,601075
2020-08-14,7,1763,6700,561147,52219
2020-08-14,8,4453,11015,886793,50897
2020-08-14,9,594,,223187,13118
2020-08-14,10,593,,191135,16340
2020-08-14,11,9276,33568,3597280,563285
2020-08-14,12,4573,21818,1738158,231895
2020-08-14,13,5,,26594,502
2020-08-14,14,40,267,149305,4312
2020-08-14,15,966,,489305,50932
2020-08-14,16,251,1068,191590,26631
2020-08-14,17,7932,,3082657,204023
2020-08-14,18,3113,9801,807857,78632
2020-08-14,19,402,2020,309158,33885
2020-08-14,20,804,4158,662344,38298
2020-08-14,21,4430,,1500275,136737
2020-08-14,22,8804,12150,1289001,122531
2020-08-14,23,3631,13508,1011398,98875
2020-08-14,24,126,399,200928,4115
2020-08-14,25,6566,,2160427,100724
2020-08-14,26,1739,5783,909823,63723
2020-08-14,27,1335,,759599,65270
2020-08-14,28,2,4,12252,50
2020-08-14,29,2043,4873,440112,70930
2020-08-14,30,81,319,194320,5541
2020-08-14,31,2313,,1735232,142170
2020-08-14,32,105,455,168281,8316
2020-08-14,33,360,1880,284564,29660
2020-08-14,34,422,705,174695,6921
2020-08-14,35,15842,22161,2242677,187164
2020-08-14,36,697,2928,627504,22987
2020-08-14,37,1045,,478455,59749
2020-08-14,38,25232,89995,6477669,424167
2020-08-14,39,3784,12128,1672852,106557
2020-08-14,40,644,3953,696345,46897
2020-08-14,41,385,1863,450494,22613
2020-08-14,42,7445,,1304739,122950
2020-08-14,43,317,,305972,25128
2020-08-14,44,1021,2350,209530,20335
2020-08-14,45,2204,6852,746943,104841
2020-08-14,46,150,903,115990,10024
2020-08-14,47,1326,5725,1681585,130458
2020-08-14,48,9602,,3761448,520593
2020-08-14,49,360,2744,543841,45976
2020-08-14,50,2370,14776,1215434,104838
2020-08-14,51,9,,11295,704
2020-08-14,52,58,,105916,1501
2020-08-14,53,1736,6182,1215907,68234
2020-08-14,54,1032,5235,1044613,68681
2020-08-14,55,157,,336426,8274
2020-08-14,56,30,191,56809,3183
2020-08-13,1,27,,289303,4750
2020-08-13,2,1890,12456,697005,105557
2020-08-13,3,582,3566,531714,51766
2020-08-13,4,0,,1396,0
2020-08-13,5,4383,20503,867384,190794
2020-08-13,6,10808,,8852352,593141
2020-08-13,7,1756,6685,554034,51756
2020-08-13,8,4450,11015,876553,50782
2020-08-13,9,594,,216625,13024
2020-08-13,10,593,,189661,15967
2020-08-13,11,9047,32947,3564981,557137
2020-08-13,12,4538,21581,1713942,228668
2020-08-13,13,5,,26203,477
2020-08-13,14,40,267,146275,4312
2020-08-13,15,959,,484477,50336
2020-08-13,16,246,1051,188480,26133
2020-08-13,17,7905,,3035380,201727
2020-08-13,18,3105,9678,800405,77565
2020-08-13,19,395,1975,302016,32547
2020-08-13,20,796,4116,649934,37686
2020-08-13,21,4402,,1480541,135439
2020-08-13,22,8790,12131,1267661,122319
2020-08-13,23,3620,13463,996934,98160
2020-08-13,24,126,395,198195,4089
2020-08-13,25,6555,,2122530,99856
2020-08-13,26,1731,5742,900103,62993
2020-08-13,27,1325,,747560,63797
2020-08-13,28,2,4,12252,49
2020-08-13,29,2011,4847,438440,69986
2020-08-13,30,81,315,192413,5407
2020-08-13,31,2287,,1709865,140824
2020-08-13,32,105,445,166869,8164
2020-08-13,33,356,1880,280400,29244
2020-08-13,34,422,705,174695,6921
2020-08-13,35,15832,22125,2217096,186594
2020-08-13,36,695,2907,622007,22816
2020-08-13,37,1030,,474494,58650
2020-08-13,38,25228,89995,6392941,423440
2020-08-13,39,3755,12023,1647881,105426
2020-08-13,40,638,3901,685169,46103
2020-08-13,41,383,1853,444963,22300
2020-08-13,42,7409,,1288873,122121
2020-08-13,43,306,,305972,24446
2020-08-13,44,1019,2341,208234,20240
2020-08-13,45,2186,6482,702119,103909
2020-08-13,46,148,896,114873,9897
2020-08-13,47,1313,5648,1659210,128511
2020-08-13,48,9289,,3717188,513575
2020-08-13,49,353,2721,539232,45424
2020-08-13,50,2363,14647,1202481,103622
2020-08-13,51,9,,10968,682
2020-08-13,52,58,,104423,1484
2020-08-13,53,1724,6137,1202020,67611
2020-08-13,54,1025,5170,1035195,67622
2020-08-13,55,153,,331364,8151
2020-08-13,56,30,189,56452,3119
2020-08-12,1,27,,287927,4655
2020-08-12,2,1882,12292,690985,104786
2020-08-12,3,566,3472,522457,51114
2020-08-12,4,0,,1396,0
2020-08-12,5,4347,19821,854785,189443
2020-08-12,6,10648,,8717411,586056
2020-08-12,7,1751,6679,549859,51441
2020-08-12,8,4450,10920,868577,50706
2020-08-12,9,593,,213782,12959
2020-08-12,10,591,,186501,15699
2020-08-12,11,8898,32349,3536678,550901
2020-08-12,12,4456,21379,1690589,226153
2020-08-12,13,5,,25787,449
2020-08-12,14,38,260,146275,3958
2020-08-12,15,951,,478342,49806
2020-08-12,16,246,1037,186649,25595
2020-08-12,17,7881,,2991208,199893
2020-08-12,18,3086,9678,790472,76522
2020-08-12,19,395,1975,302016,32547
2020-08-12,20,790,4091,637830,36945
2020-08-12,21,4361,,1464305,134304
2020-08-12,22,8769,12109,1240101,122000
2020-08-12,23,3612,13348,981454,97384
2020-08-12,24,126,394,195048,4070
2020-08-12,25,6539,,2083152,98689
2020-08-12,26,1724,5711,890482,62303
2020-08-12,27,1323,,736051,62530
2020-08-12,28,2,4,12252,49
2020-08-12,29,1989,4794,438440,69374
2020-08-12,30,80,301,190768,5268
2020-08-12,31,2249,,1684222,139061
2020-08-12,32,104,440,165049,7964
2020-08-12,33,351,1880,279432,29030
2020-08-12,34,420,705,173564,6887
2020-08-12,35,15824,22096,2190078,185938
2020-08-12,36,693,2897,617694,22643
2020-08-12,37,996,,469487,58048
2020-08-12,38,25218,89995,6305778,422703
2020-08-12,39,3734,11901,1624132,104248
2020-08-12,40,627,3842,676709,45398
2020-08-12,41,375,1845,440520,22022
2020-08-12,42,7385,,1271976,121130
2020-08-12,43,295,,305972,24074
2020-08-12,44,1018,2336,206004,20129
2020-08-12,45,2144,6482,697115,102974
2020-08-12,46,147,892,113813,9815
2020-08-12,47,1289,5554,1633299,126393
2020-08-12,48,9034,,3599540,506820
2020-08-12,49,351,2696,536119,45090
2020-08-12,50,2352,14528,1185035,102521
2020-08-12,51,9,,10778,639
2020-08-12,52,58,,103595,1478
2020-08-12,53,1716,6102,1187509,67005
2020-08-12,54,1018,5125,1023723,66654
2020-08-12,55,153,,327231,8008
2020-08-12,56,29,187,56245,3086
2020-08-11,1,26,,286155,4589
2020-08-11,2,1847,12070,679838,103851
2020-08-11,3,566,3401,522457,50411
2020-08-11,4,0,,1396,0
2020-08-11,5,4199,19292,848538,188737
2020-08-11,6,10468,,8611868,574411
2020-08-11,7,1746,6627,546143,51039
2020-08-11,8,4444,10920,860615,50684
2020-08-11,9,593,,211853,12896
2020-08-11,10,591,,186501,15699
2020-08-11,11,8685,31750,3506483,542792
2020-08-11,12,4351,21031,1672897,222588
2020-08-11,13,5,,25182,434
2020-08-11,14,34,242,142198,3638
2020-08-11,15,940,,474591,49329
2020-08-11,16,239,1006,183305,25100
2020-08-11,17,7866,,2950755,198248
2020-08-11,18,3069,9599,785793,75862
2020-08-11,19,387,1911,294939,31730
2020-08-11,20,783,4063,632562,35793
2020-08-11,21,4313,,1435439,133125
2020-08-11,22,8751,12089,1224637,121707
2020-08-11,23,3604,13266,970616,96843
2020-08-11,24,126,394,188403,4050
2020-08-11,25,6533,,2048341,98213
2020-08-11,26,1707,5661,884191,61839
2020-08-11,27,1312,,726285,60935
2020-08-11,28,2,4,12252,49
2020-08-11,29,1944,4738,436111,68293
2020-08-11,30,77,276,189308,5104
2020-08-11,31,2204,,1879603,137895
2020-08-11,32,102,430,163973,7877
2020-08-11,33,348,1741,277036,28696
2020-08-11,34,419,705,168538,6861
2020-08-11,35,15813,22052,2164835,185475
2020-08-11,36,690,2870,610553,22444
2020-08-11,37,981,,467229,57520
2020-08-11,38,25211,89995,6218702,422003
2020-08-11,39,3708,11760,1604944,102826
2020-08-11,40,618,3760,669507,44728
2020-08-11,41,368,1813,435314,21774
2020-08-11,42,7352,,1255313,120281
2020-08-11,43,287,,305972,23403
2020-08-11,44,1016,2317,204117,20053
2020-08-11,45,2098,6482,694221,102130
2020-08-11,46,146,887,112696,9713
2020-08-11,47,1271,5464,1615869,124915
2020-08-11,48,8710,,3588243,500620
2020-08-11,49,349,2677,533797,44752
2020-08-11,50,2344,14445,1169800,101745
2020-08-11,51,9,,10487,576
2020-08-11,52,58,,102485,1472
2020-08-11,53,1697,6049,1171498,66404
2020-08-11,54,1013,5092,1014277,66123
2020-08-11,55,147,,322734,7875
2020-08-11,56,29,183,55779,3073
2020-08-10,1,26,,275804,4539
2020-08-10,2,1797,12070,677547,103020
2020-08-10,3,555,3336,519292,50028
2020-08-10,4,0,,1396,0
2020-08-10,5,4154,19277,840708,187523
2020-08-10,6,10359,,8436442,561911
2020-08-10,7,1736,6616,541180,50660
2020-08-10,8,4444,10920,852390,50567
2020-08-10,9,591,,207584,12807
2020-08-10,10,591,,185038,15634
2020-08-10,11,8408,31177,3476896,536961
2020-08-10,12,4229,20676,1642937,219025
2020-08-10,13,5,,24658,418
2020-08-10,14,31,239,138598,3498
2020-08-10,15,933,,472316,49071
2020-08-10,16,237,999,181805,24671
2020-08-10,17,7846,,2910942,196699
2020-08-10,18,3044,9354,777119,74992
2020-08-10,19,387,1911,294939,31730
2020-08-10,20,775,4024,622553,35254
2020-08-10,21,4287,,1415972,131961
2020-08-10,22,8741,12062,1209961,121315
2020-08-10,23,3591,13247,960552,96258
2020-08-10,24,125,393,186857,4049
2020-08-10,25,6526,,2025283,97306
2020-08-10,26,1701,5606,882644,61516
2020-08-10,27,1307,,709964,59954
2020-08-10,28,2,4,12252,49
2020-08-10,29,1912,4680,426944,67649
2020-08-10,30,75,273,188388,5017
2020-08-10,31,2172,,1865075,136844
2020-08-10,32,101,417,162126,7706
2020-08-10,33,345,1722,274203,28432
2020-08-10,34,419,704,167438,6840
2020-08-10,35,15801,21992,2139015,185031
2020-08-10,36,685,2851,605312,22315
2020-08-10,37,963,,465220,56972
2020-08-10,38,25204,89995,6142310,421336
2020-08-10,39,3673,11629,1585913,101731
2020-08-10,40,605,3625,650485,43963
2020-08-10,41,357,1798,429244,21488
2020-08-10,42,7317,,1240830,119453
2020-08-10,43,279,,305972,22821
2020-08-10,44,1015,2311,202413,19934
2020-08-10,45,2049,6153,690471,101159
2020-08-10,46,146,882,111814,9663
2020-08-10,47,1233,5339,1603993,123914
2020-08-10,48,8490,,3582844,490817
2020-08-10,49,345,2642,530170,44390
2020-08-10,50,2327,14212,1160798,100749
2020-08-10,51,9,,10357,547
2020-08-10,52,58,,101891,1462
2020-08-10,53,1688,6001,1156230,65721
2020-08-10,54,1005,5031,1001402,65356
2020-08-10,55,141,,319290,7754
2020-08-10,56,28,179,54640,3042
2020-08-09,1,26,,273446,4473
2020-08-09,2,1768,11537,661117,101334
2020-08-09,3,544,3284,514448,49383
2020-08-09,4,0,,1396,0
2020-08-09,5,4150,19268,835640,186923
2020-08-09,6,10293,,8271959,554160
2020-08-09,7,1736,6602,535556,50324
2020-08-09,8,4441,10920,814313,50320
2020-08-09,9,591,,205189,12753
2020-08-09,10,591,,182544,15575
2020-08-09,11,8315,30893,3452857,532806
2020-08-09,12,4199,20628,1618452,216596
2020-08-09,13,5,,24117,412
2020-08-09,14,31,237,138598,3346
2020-08-09,15,930,,470021,48789
2020-08-09,16,235,988,180336,24495
2020-08-09,17,7845,,2879908,195380
2020-08-09,18,3041,9354,766797,74328
2020-08-09,19,380,1875,285874,30638
