date,state-ids,death,hospitalized,negative,positive
2020-07-03,10,512,,106420,11923
2020-07-03,11,3785,15795,1902766,178594
2020-07-03,12,2856,11653,810724,90493
2020-07-03,13,5,,14263,286
2020-07-03,14,18,116,80672,946
2020-07-03,15,720,,291032,30429
2020-07-03,16,92,350,92116,6593
2020-07-03,17,7215,,1554885,146872
2020-07-03,18,2681,7175,457238,46915
2020-07-03,19,277,1219,175642,15919
2020-07-03,20,585,2685,379271,16376
2020-07-03,21,3278,,720853,63289
2020-07-03,22,8149,11436,768152,109628
2020-07-03,23,3223,10973,494873,68961
2020-07-03,24,105,358,100076,3373
2020-07-03,25,6215,,1036090,72175
2020-07-03,26,1503,4139,607548,37624
2020-07-03,27,1026,,382129,22830
2020-07-03,28,2,,8187,31
2020-07-03,29,1092,3208,270269,28770
2020-07-03,30,23,109,96375,1128
2020-07-03,31,1392,,929052,70241
2020-07-03,32,78,237,106852,3719
2020-07-03,33,282,1353,164682,19452
2020-07-03,34,375,567,116365,5822
2020-07-03,35,15072,20214,1312759,172742
2020-07-03,36,503,1945,344117,12520
2020-07-03,37,528,,272967,20718
2020-07-03,38,24885,89995,3712113,395872
2020-07-03,39,2903,8084,772900,55257
2020-07-03,40,398,1661,348789,15065
2020-07-03,41,209,1069,245096,9636
2020-07-03,42,6746,,715403,88741
2020-07-03,43,154,,192686,7683
2020-07-03,44,960,2019,140721,17057
2020-07-03,45,793,2882,367500,41532
2020-07-03,46,97,687,76015,6978
2020-07-03,47,633,2825,813777,48712
2020-07-03,48,2575,,1830374,183532
2020-07-03,49,181,1529,332770,23866
2020-07-03,50,1845,9529,623967,64393
2020-07-03,51,6,,2963,98
2020-07-03,52,56,,67159,1236
2020-07-03,53,1342,4442,682180,38632
2020-07-03,54,803,3555,573553,33431
2020-07-03,55,93,,177576,3126
2020-07-03,56,20,119,33693,1582
2020-07-02,1,14,,114892,1017
2020-07-02,2,985,2835,379617,40111
2020-07-02,3,279,1477,301912,22075
2020-07-02,4,0,,696,0
2020-07-02,5,1757,4916,473414,87425
2020-07-02,6,6163,,4096171,242547
2020-07-02,7,1520,5513,300226,33029
2020-07-02,8,4326,10411,453468,46646
2020-07-02,9,554,,90673,10390
2020-07-02,10,510,,103187,11731
2020-07-02,11,3718,15454,1863077,169106
2020-07-02,12,2849,11500,795530,87709
2020-07-02,13,5,,13653,280
2020-07-02,14,18,116,79364,926
2020-07-02,15,718,,287329,30209
2020-07-02,16,92,340,88751,6370
2020-07-02,17,7188,,1521435,145935
2020-07-02,18,2662,7139,450448,46387
2020-07-02,19,272,1195,168183,14990
2020-07-02,20,581,2662,369715,16079
2020-07-02,21,3255,,705813,61561
2020-07-02,22,8132,11392,756920,109338
2020-07-02,23,3212,10939,484752,68423
2020-07-02,24,105,354,97489,3328
2020-07-02,25,6212,,1013459,71678
2020-07-02,26,1495,4112,593217,37210
2020-07-02,27,1022,,375035,22283
2020-07-02,28,2,,8187,30
2020-07-02,29,1092,3208,270269,28770
2020-07-02,30,22,106,94066,1083
2020-07-02,31,1391,,902978,68142
2020-07-02,32,78,234,104538,3656
2020-07-02,33,276,1343,163352,19310
2020-07-02,34,373,565,114505,5802
2020-07-02,35,15014,20141,1291557,172356
2020-07-02,36,500,1928,337784,12276
2020-07-02,37,525,,264995,19733
2020-07-02,38,24877,89995,3646639,394954
2020-07-02,39,2903,8038,739140,54166
2020-07-02,40,395,1615,338511,14539
2020-07-02,41,209,1069,241760,9294
2020-07-02,42,6712,,702199,88074
2020-07-02,43,153,,192686,7608
2020-07-02,44,959,2011,140048,17035
2020-07-02,45,784,2854,361700,39701
2020-07-02,46,97,683,75048,6893
2020-07-02,47,620,2775,791564,46890
2020-07-02,48,2525,,1799826,175977
2020-07-02,49,176,1505,323116,23270
2020-07-02,50,1816,9384,610521,63735
2020-07-02,51,6,,2924,92
2020-07-02,52,56,,66114,1227
2020-07-02,53,1339,4402,672554,38189
2020-07-02,54,800,3519,563946,32809
2020-07-02,55,93,,175288,3053
2020-07-02,56,20,119,33693,1550
2020-07-01,1,14,,113422,978
2020-07-01,2,972,2803,374991,38962
2020-07-01,3,277,1448,293661,21197
2020-07-01,4,0,,696,0
2020-07-01,5,1720,4837,465504,84092
2020-07-01,6,6090,,4018037,236139
2020-07-01,7,1520,5489,294788,32715
2020-07-01,8,4324,10268,443237,46572
2020-07-01,9,553,,89670,10365
2020-07-01,10,509,,99874,11510
2020-07-01,11,3650,15125,1821357,158997
2020-07-01,12,2827,11275,770801,84237
2020-07-01,13,5,,13517,267
2020-07-01,14,18,113,78141,917
2020-07-01,15,717,,280339,29451
2020-07-01,16,92,330,84923,6117
2020-07-01,17,7152,,1492042,145066
2020-07-01,18,2650,7095,443764,45952
2020-07-01,19,272,1152,168183,14990
2020-07-01,20,572,2635,361248,15842
2020-07-01,21,3238,,691910,60178
2020-07-01,22,8081,11352,749292,109143
2020-07-01,23,3205,10902,474686,67918
2020-07-01,24,105,351,93947,3294
2020-07-01,25,6198,,990770,71089
2020-07-01,26,1482,4081,580391,36716
2020-07-01,27,1017,,367813,21927
2020-07-01,28,2,,8187,30
2020-07-01,29,1082,3177,265852,27900
2020-07-01,30,22,105,92314,1016
2020-07-01,31,1373,,875725,66513
2020-07-01,32,78,234,103611,3613
2020-07-01,33,274,1330,161431,19177
2020-07-01,34,371,565,113387,5782
2020-07-01,35,14987,20054,1271009,171928
2020-07-01,36,497,1902,332034,12147
2020-07-01,37,511,,264995,19101
2020-07-01,38,24866,89995,3577569,394079
2020-07-01,39,2876,7911,739140,52865
2020-07-01,40,389,1553,332201,14112
2020-07-01,41,208,1055,234429,8931
2020-07-01,42,6649,,689562,87242
2020-07-01,43,153,,192686,7537
2020-07-01,44,956,2007,139063,16976
2020-07-01,45,766,2854,351953,37919
2020-07-01,46,93,674,74117,6826
2020-07-01,47,609,2715,772571,45315
2020-07-01,48,2481,,1753886,168062
2020-07-01,49,173,1476,320642,22716
2020-07-01,50,1786,9023,595430,63203
2020-07-01,51,6,,2876,90
2020-07-01,52,56,,65082,1210
2020-07-01,53,1332,4361,658612,37320
2020-07-01,54,793,3482,551607,32225
2020-07-01,55,93,,170420,2932
2020-07-01,56,20,117,32185,1514
2020-06-30,1,14,,111245,940
2020-06-30,2,950,2769,368607,38045
2020-06-30,3,270,1413,290426,20777
2020-06-30,4,0,,696,0
2020-06-30,5,1632,4736,453141,79215
2020-06-30,6,5980,,3938407,228732
2020-06-30,7,1508,5442,291346,32511
2020-06-30,8,4322,10268,431844,46514
2020-06-30,9,551,,86968,10327
2020-06-30,10,509,,99407,11474
2020-06-30,11,3604,14879,1792561,152434
2020-06-30,12,2805,11051,752587,81291
2020-06-30,13,5,,13056,259
2020-06-30,14,18,111,76843,900
2020-06-30,15,715,,275181,29007
2020-06-30,16,91,322,83551,5752
2020-06-30,17,7124,,1459780,144238
2020-06-30,18,2640,7065,438602,45594
2020-06-30,19,270,1152,162282,14443
2020-06-30,20,565,2621,355310,15624
2020-06-30,21,3221,,670416,58095
2020-06-30,22,8054,11337,739259,108882
2020-06-30,23,3190,10844,468296,67559
2020-06-30,24,105,348,91699,3253
2020-06-30,25,6193,,974329,70728
2020-06-30,26,1476,4054,569013,36303
2020-06-30,27,1015,,351456,21551
2020-06-30,28,2,,8187,30
2020-06-30,29,1073,3156,260299,27247
2020-06-30,30,22,101,89894,967
2020-06-30,31,1343,,845363,64670
2020-06-30,32,78,231,102546,3574
2020-06-30,33,269,1330,159115,19042
2020-06-30,34,367,565,112538,5760
2020-06-30,35,14944,19847,1250707,171667
2020-06-30,36,493,1876,325738,11982
2020-06-30,37,507,,259112,18456
2020-06-30,38,24855,89995,3521484,393454
2020-06-30,39,2863,7839,736140,51789
2020-06-30,40,387,1520,327840,13757
2020-06-30,41,207,1038,228978,8656
2020-06-30,42,6649,,677581,86606
2020-06-30,43,153,,192686,7465
2020-06-30,44,950,2001,137172,16911
2020-06-30,45,739,2854,344173,36399
2020-06-30,46,91,666,73324,6764
2020-06-30,47,604,2665,749618,43509
2020-06-30,48,2424,,1709296,159986
2020-06-30,49,172,1444,318536,22217
2020-06-30,50,1763,8982,582247,62787
2020-06-30,51,6,,2819,84
2020-06-30,52,56,,64556,1208
2020-06-30,53,1320,4323,643342,36442
2020-06-30,54,784,3446,539539,31662
2020-06-30,55,93,,168859,2905
2020-06-30,56,20,117,32185,1487
2020-06-29,1,14,,107805,904
2020-06-29,2,929,2725,356118,37175
2020-06-29,3,265,1380,282279,20257
2020-06-29,4,0,,696,0
2020-06-29,5,1588,4634,436890,74533
2020-06-29,6,5936,,3842440,219252
2020-06-29,7,1482,5401,287258,32307
2020-06-29,8,4320,10268,420460,46362
2020-06-29,9,551,,85068,10292
2020-06-29,10,507,,98555,11376
2020-06-29,11,3546,14651,1766402,146341
2020-06-29,12,2784,10824,743700,79417
2020-06-29,13,5,,12659,255
2020-06-29,14,18,111,76256,899
2020-06-29,15,708,,272063,28782
2020-06-29,16,91,312,81026,5319
2020-06-29,17,7103,,1429435,143514
2020-06-29,18,2624,7024,431291,45228
2020-06-29,19,270,1152,162282,14443
2020-06-29,20,560,2602,346094,15347
2020-06-29,21,3199,,647556,57081
2020-06-29,22,8095,11345,733519,108768
2020-06-29,23,3175,10822,462059,67254
2020-06-29,24,105,347,90304,3219
2020-06-29,25,6161,,959152,70223
2020-06-29,26,1470,4031,557094,35861
2020-06-29,27,998,,346363,21043
2020-06-29,28,2,,8187,30
2020-06-29,29,1059,3115,256955,26567
2020-06-29,30,22,100,87824,919
2020-06-29,31,1325,,822821,63484
2020-06-29,32,77,227,102152,3536
2020-06-29,33,267,1316,156373,18899
2020-06-29,34,367,565,112538,5760
2020-06-29,35,14901,19847,1232712,171272
2020-06-29,36,492,1865,319239,11809
2020-06-29,37,504,,255123,17894
2020-06-29,38,24842,89995,3469983,392930
2020-06-29,39,2818,7746,723336,51046
2020-06-29,40,385,1489,313021,13172
2020-06-29,41,204,1025,226648,8485
2020-06-29,42,6614,,666901,85988
2020-06-29,43,153,,192686,7250
2020-06-29,44,946,1995,136198,16871
2020-06-29,45,720,2622,334661,34644
2020-06-29,46,91,657,72741,6716
2020-06-29,47,592,2599,734909,42297
2020-06-29,48,2403,,1666178,153011
2020-06-29,49,168,1417,312241,21664
2020-06-29,50,1740,8823,574183,62189
2020-06-29,51,6,,2746,81
2020-06-29,52,56,,63785,1208
2020-06-29,53,1310,4275,626515,35540
2020-06-29,54,784,3407,527359,31033
2020-06-29,55,93,,166785,2870
2020-06-29,56,20,112,30406,1450
2020-06-28,1,14,,107417,883
2020-06-28,2,919,2703,350839,35441
2020-06-28,3,259,1373,271912,19310
2020-06-28,4,0,,696,0
2020-06-28,5,1588,4617,435988,73908
2020-06-28,6,5905,,3744709,211243
2020-06-28,7,1482,5399,281689,32022
2020-06-28,8,4316,10268,399057,46303
2020-06-28,9,550,,82884,10248
2020-06-28,10,507,,95120,11226
2020-06-28,11,3518,14540,1740822,141075
2020-06-28,12,2778,10711,729728,77210
2020-06-28,13,5,,12130,248
2020-06-28,14,18,110,74606,872
2020-06-28,15,705,,267426,28489
2020-06-28,16,91,312,81026,5319
2020-06-28,17,7089,,1403255,142776
2020-06-28,18,2619,7003,425605,44930
2020-06-28,19,264,1128,154321,13538
2020-06-28,20,558,2590,343259,15232
2020-06-28,21,3199,,639875,56236
2020-06-28,22,8060,11319,727127,108667
2020-06-28,23,3168,10793,452696,66777
2020-06-28,24,104,346,90304,3191
2020-06-28,25,6158,,946733,69946
2020-06-28,26,1460,4010,549868,35549
2020-06-28,27,997,,340598,20575
2020-06-28,28,2,,8187,30
2020-06-28,29,1039,3102,254296,25892
2020-06-28,30,22,97,81611,863
2020-06-28,31,1322,,809763,62142
2020-06-28,32,77,226,100430,3490
2020-06-28,33,267,1315,154023,18775
2020-06-28,34,367,562,110392,5717
2020-06-28,35,14882,19841,1216651,171182
2020-06-28,36,491,1851,311340,11619
2020-06-28,37,500,,250420,17160
2020-06-28,38,24835,89995,3423946,392539
2020-06-28,39,2807,7681,706456,50309
2020-06-28,40,385,1456,313021,12944
2020-06-28,41,202,1022,219529,8341
2020-06-28,42,6579,,657486,85496
2020-06-28,43,153,,113280,7189
2020-06-28,44,927,1984,134878,16835
2020-06-28,45,716,2622,326482,33320
2020-06-28,46,91,652,72212,6681
2020-06-28,47,584,2564,708381,40172
2020-06-28,48,2393,,1626491,148728
2020-06-28,49,167,1396,307349,21100
2020-06-28,50,1732,8823,566592,61736
2020-06-28,51,6,,2746,81
2020-06-28,52,56,,62663,1202
2020-06-28,53,1310,4240,609883,34556
2020-06-28,54,777,3393,521747,30707
2020-06-28,55,93,,163691,2817
2020-06-28,56,20,112,30406,1417
2020-06-27,1,14,,104727,854
2020-06-27,2,919,2697,348943,35083
2020-06-27,3,249,1337,265225,18740
2020-06-27,4,0,,696,0
2020-06-27,5,1579,4595,424696,70051
2020-06-27,6,5872,,3655877,206433
2020-06-27,7,1482,5392,275787,31796
2020-06-27,8,4311,10268,392824,46206
2020-06-27,9,548,,79055,10216
2020-06-27,10,507,,93171,11091
2020-06-27,11,3489,14432,1696980,132545
2020-06-27,12,2776,10689,714828,74985
2020-06-27,13,5,,11903,248
2020-06-27,14,17,109,73435,866
2020-06-27,15,704,,261740,28012
2020-06-27,16,90,309,78908,5148
2020-06-27,17,7074,,1380112,142130
2020-06-27,18,2616,6982,418442,44575
2020-06-27,19,264,1128,154321,13538
2020-06-27,20,553,2589,335895,14859
2020-06-27,21,3190,,623237,54769
2020-06-27,22,8041,11310,717899,108443
2020-06-27,23,3157,10751,447366,66450
2020-06-27,24,104,345,88778,3154
2020-06-27,25,6153,,931142,69679
2020-06-27,26,1452,3986,533874,35033
2020-06-27,27,996,,335029,20261
2020-06-27,28,2,,8187,30
2020-06-27,29,1035,3078,251790,25531
2020-06-27,30,22,95,80395,852
2020-06-27,31,1312,,794594,60537
2020-06-27,32,77,225,99061,3455
2020-06-27,33,266,1312,150074,18524
2020-06-27,34,365,561,109097,5671
2020-06-27,35,14855,19823,1196377,170873
2020-06-27,36,489,1828,309230,11408
2020-06-27,37,500,,246687,16339
2020-06-27,38,24830,89995,3362656,391923
2020-06-27,39,2804,7624,695384,49455
2020-06-27,40,384,1440,313021,12642
2020-06-27,41,202,1022,219529,8094
2020-06-27,42,6579,,634711,84370
2020-06-27,43,152,,113280,7066
2020-06-27,44,927,1984,134300,16813
2020-06-27,45,711,2622,319225,31939
2020-06-27,46,91,645,71474,6626
2020-06-27,47,584,2564,708381,40172
2020-06-27,48,2366,,1579455,143371
2020-06-27,49,167,1365,302174,20628
2020-06-27,50,1724,8787,556679,61247
2020-06-27,51,6,,2746,81
2020-06-27,52,56,,61523,1200
2020-06-27,53,1304,4194,605293,34292
2020-06-27,54,777,3382,515723,30227
2020-06-27,55,93,,161894,2761
2020-06-27,56,20,111,30406,1392
2020-06-26,1,14,,100956,836
2020-06-26,2,907,2653,344140,34183
2020-06-26,3,240,1300,259318,18062
2020-06-26,4,0,,696,0
2020-06-26,5,1535,4514,413275,66548
2020-06-26,6,5812,,3570853,200461
2020-06-26,7,1475,5386,271098,31479
2020-06-26,8,4307,10268,383765,46059
2020-06-26,9,546,,77938,10185
2020-06-26,10,507,,91083,11017
2020-06-26,11,3464,14281,1645925,122960
2020-06-26,12,2770,10605,698033,72995
2020-06-26,13,5,,11644,248
2020-06-26,14,17,109,72155,850
2020-06-26,15,704,,255957,27686
2020-06-26,16,90,303,77505,4865
2020-06-26,17,7048,,1350661,141344
2020-06-26,18,2595,6944,409750,44140
2020-06-26,19,264,1128,154321,13538
2020-06-26,20,553,2589,335895,14859
2020-06-26,21,3190,,623237,54769
2020-06-26,22,8013,11291,706015,108070
2020-06-26,23,3142,10725,440282,66115
2020-06-26,24,103,343,86752,3102
2020-06-26,25,6134,,912377,69329
2020-06-26,26,1446,3966,522662,34616
2020-06-26,27,990,,328704,19914
2020-06-26,28,2,,8187,30
2020-06-26,29,1022,3044,246828,25066
2020-06-26,30,22,95,79332,829
2020-06-26,31,1303,,777907,58818
2020-06-26,32,77,222,97465,3418
2020-06-26,33,260,1294,146656,18346
2020-06-26,34,365,561,109097,5671
2020-06-26,35,14819,19752,1176088,170584
2020-06-26,36,485,1811,303478,11192
2020-06-26,37,498,,243422,15860
2020-06-26,38,24814,89995,3290097,391220
2020-06-26,39,2788,7570,672914,48638
2020-06-26,40,377,1393,298434,12343
2020-06-26,41,202,1022,209050,7818
2020-06-26,42,6579,,634711,84370
2020-06-26,43,151,,113280,6922
2020-06-26,44,927,1984,133102,16777
2020-06-26,45,694,2622,304336,30335
2020-06-26,46,88,639,70480,6535
2020-06-26,47,577,2498,702588,39444
2020-06-26,48,2324,,1559710,137624
2020-06-26,49,166,1321,297518,20050
2020-06-26,50,1700,8722,545893,60570
2020-06-26,51,6,,2705,81
2020-06-26,52,56,,60391,1198
2020-06-26,53,1300,4106,597104,33803
2020-06-26,54,766,3351,507168,29668
2020-06-26,55,92,,159245,2712
2020-06-26,56,20,112,30406,1368
2020-06-25,1,12,,98636,816
2020-06-25,2,896,2612,336252,33206
2020-06-25,3,240,1245,259318,18062
2020-06-25,4,0,,696,0
2020-06-25,5,1490,4406,401166,63030
2020-06-25,6,5733,,3498774,195571
2020-06-25,7,1457,5375,264910,31155
2020-06-25,8,4298,10268,371126,45994
2020-06-25,9,543,,76572,10159
2020-06-25,10,507,,90012,10980
2020-06-25,11,3423,14068,1606626,114018
2020-06-25,12,2745,10457,686829,71095
2020-06-25,13,5,,11173,245
2020-06-25,14,17,105,71100,835
2020-06-25,15,695,,249857,27197
2020-06-25,16,90,300,75894,4645
2020-06-25,17,7014,,1321093,140434
2020-06-25,18,2586,6912,400597,43655
2020-06-25,19,261,1082,148735,12970
2020-06-25,20,546,2584,328265,14617
2020-06-25,21,3164,,607250,53415
2020-06-25,22,7963,11252,697619,107837
2020-06-25,23,3129,10683,433182,65777
2020-06-25,24,103,343,84528,3070
2020-06-25,25,6133,,893850,68989
2020-06-25,26,1441,3943,508573,34123
2020-06-25,27,982,,322227,19421
2020-06-25,28,2,,8187,30
2020-06-25,29,1016,2998,241481,24516
2020-06-25,30,21,93,77529,803
2020-06-25,31,1284,,754095,57183
2020-06-25,32,76,222,96051,3390
2020-06-25,33,257,1268,144949,18221
2020-06-25,34,347,558,105968,5598
2020-06-25,35,14776,19668,1150714,170196
2020-06-25,36,480,1793,297115,10990
2020-06-25,37,495,,240691,15479
2020-06-25,38,24800,89995,3229179,390415
2020-06-25,39,2772,7502,651979,47651
2020-06-25,40,375,1336,293017,11948
2020-06-25,41,197,1012,209050,7568
2020-06-25,42,6557,,621031,83770
2020-06-25,43,151,,113280,6877
2020-06-25,44,920,1981,131788,16708
2020-06-25,45,693,2377,304336,29022
2020-06-25,46,87,632,69375,6479
2020-06-25,47,567,2431,689515,38034
2020-06-25,48,2296,,1527423,131917
2020-06-25,49,164,1290,292680,19374
2020-06-25,50,1675,8672,533020,59946
2020-06-25,51,6,,2654,80
2020-06-25,52,56,,59518,1191
2020-06-25,53,1293,4093,584137,33183
2020-06-25,54,766,3326,498561,29105
2020-06-25,55,92,,156043,2661
2020-06-25,56,20,111,28869,1326
2020-06-24,1,12,,95304,792
2020-06-24,2,891,2567,326695,32064
2020-06-24,3,240,1214,254491,17375
2020-06-24,4,0,,174,0
2020-06-24,5,1463,4313,389214,59974
2020-06-24,6,5632,,3402677,190222
2020-06-24,7,1455,5366,259941,30893
2020-06-24,8,4287,10099,363357,45913
2020-06-24,9,541,,74045,10128
2020-06-24,10,505,,87312,10889
2020-06-24,11,3377,13865,1559328,109014
2020-06-24,12,2698,10313,673853,69381
2020-06-24,13,5,,10807,231
2020-06-24,14,17,104,69720,819
2020-06-24,15,692,,243254,26705
2020-06-24,16,89,298,73433,4402
2020-06-24,17,6974,,1290301,139540
2020-06-24,18,2578,6883,388743,43140
2020-06-24,19,261,1082,148735,12970
2020-06-24,20,538,2574,321339,14363
2020-06-24,21,3152,,596028,52477
2020-06-24,22,7938,11219,687461,107611
2020-06-24,23,3108,10648,425120,65337
2020-06-24,24,103,339,82173,3017
2020-06-24,25,6114,,876250,68555
2020-06-24,26,1432,3897,495880,33763
2020-06-24,27,975,,308156,18868
2020-06-24,28,2,,8187,30
2020-06-24,29,1011,2946,238237,23424
2020-06-24,30,21,93,74300,766
2020-06-24,31,1266,,735111,56174
2020-06-24,32,74,219,95327,3358
2020-06-24,33,256,1257,143209,18092
2020-06-24,34,343,558,104482,5571
2020-06-24,35,14753,19598,1129753,169892
2020-06-24,36,476,1776,291245,10838
2020-06-24,37,494,,238025,14592
2020-06-24,38,24782,89995,3162286,389666
2020-06-24,39,2755,7447,633928,46759
2020-06-24,40,372,1319,286768,11510
2020-06-24,41,195,1006,206564,7444
2020-06-24,42,6518,,608217,83191
2020-06-24,43,149,,113280,6820
2020-06-24,44,912,1967,130382,16663
2020-06-24,45,683,2377,290311,27897
2020-06-24,46,84,629,68658,6419
2020-06-24,47,556,2386,681069,37235
2020-06-24,48,2249,,1504337,125921
2020-06-24,49,163,1256,285954,18784
2020-06-24,50,1661,8651,517057,59514
2020-06-24,51,6,,2593,78
2020-06-24,52,56,,58676,1184
2020-06-24,53,1284,4067,571564,32523
2020-06-24,54,757,3299,487803,28641
2020-06-24,55,92,,154419,2629
2020-06-24,56,20,109,28869,1282
2020-06-23,1,12,,92169,778
2020-06-23,2,864,2521,322941,31097
2020-06-23,3,237,1188,247814,16678
2020-06-23,4,0,,174,0
2020-06-23,5,1384,4255,382339,58179
2020-06-23,6,5580,,3313856,183073
2020-06-23,7,1438,5343,257171,30705
2020-06-23,8,4277,10099,356898,45899
2020-06-23,9,537,,73208,10094
2020-06-23,10,504,,86689,10847
2020-06-23,11,3333,13614,1537249,103503
2020-06-23,12,2688,10123,663583,67678
2020-06-23,13,5,,10426,225
2020-06-23,14,17,99,68524,816
2020-06-23,15,688,,238330,26373
2020-06-23,16,89,293,71910,4254
2020-06-23,17,6911,,1261685,138825
2020-06-23,18,2569,6853,383505,42871
2020-06-23,19,259,1056,142548,12465
2020-06-23,20,537,2556,317153,14141
2020-06-23,21,3134,,584344,51595
2020-06-23,22,7890,11157,680203,107439
2020-06-23,23,3092,10611,418528,65007
2020-06-23,24,102,339,78713,2994
2020-06-23,25,6109,,860471,68197
2020-06-23,26,1425,3860,486576,33469
2020-06-23,27,961,,299231,18143
2020-06-23,28,2,,8187,30
2020-06-23,29,989,2915,230962,22898
2020-06-23,30,21,91,73180,743
2020-06-23,31,1251,,719375,54453
2020-06-23,32,73,218,94233,3317
2020-06-23,33,249,1234,140685,17957
2020-06-23,34,339,558,103318,5558
2020-06-23,35,14707,19512,1113717,169734
2020-06-23,36,469,1754,287382,10694
2020-06-23,37,492,,234529,13997
2020-06-23,38,24766,89995,3111723,389085
2020-06-23,39,2735,7379,624310,46127
2020-06-23,40,371,1288,284029,11028
2020-06-23,41,192,983,203438,7274
2020-06-23,42,6464,,596407,82696
2020-06-23,43,149,,113280,6685
2020-06-23,44,906,1958,128896,16612
2020-06-23,45,673,2377,282638,26613
2020-06-23,46,83,624,67633,6353
2020-06-23,47,542,2336,669116,36303
2020-06-23,48,2220,,1476920,120370
2020-06-23,49,163,1226,283976,18300
2020-06-23,50,1645,8572,509383,58994
2020-06-23,51,6,,2544,76
2020-06-23,52,56,,58164,1164
2020-06-23,53,1276,4062,557694,31848
2020-06-23,54,750,3268,478165,28175
2020-06-23,55,92,,151746,2582
2020-06-23,56,20,109,27485,1254
2020-06-22,1,12,,90063,761
2020-06-22,2,841,2471,318656,30454
2020-06-22,3,227,1164,240256,16083
2020-06-22,4,0,,174,0
2020-06-22,5,1342,4255,375204,54586
2020-06-22,6,5515,,3233632,178054
2020-06-22,7,1429,5327,252233,30539
2020-06-22,8,4263,10099,358499,45782
2020-06-22,9,535,,71946,10058
2020-06-22,10,504,,85903,10820
2020-06-22,11,3266,13407,1517270,100217
2020-06-22,12,2648,9953,642098,65928
2020-06-22,13,5,,10180,224
2020-06-22,14,17,97,67897,814
2020-06-22,15,686,,232581,26051
2020-06-22,16,89,283,68962,4006
2020-06-22,17,6875,,1241779,138224
2020-06-22,18,2553,6819,376283,42633
2020-06-22,19,259,1056,142548,12465
2020-06-22,20,526,2532,308193,13839
2020-06-22,21,3117,,567825,50239
2020-06-22,22,7874,11094,672853,107210
2020-06-22,23,3074,10572,410122,64603
2020-06-22,24,102,336,78033,2971
2020-06-22,25,6097,,850060,67957
2020-06-22,26,1416,3830,479910,33227
2020-06-22,27,961,,299231,18143
2020-06-22,28,2,,8139,30
2020-06-22,29,978,2881,230962,22287
2020-06-22,30,21,90,70565,740
2020-06-22,31,1223,,703740,53605
2020-06-22,32,72,218,94140,3310
2020-06-22,33,244,1212,138698,17810
2020-06-22,34,339,553,103318,5544
2020-06-22,35,14651,19401,1097984,169415
2020-06-22,36,469,1746,282866,10565
2020-06-22,37,492,,230530,13535
2020-06-22,38,24739,89995,3063611,388488
2020-06-22,39,2704,7292,614064,45537
2020-06-22,40,369,1268,271925,10733
2020-06-22,41,192,969,199545,7083
2020-06-22,42,6426,,585662,82186
2020-06-22,43,149,,113280,6564
2020-06-22,44,903,1950,127297,16535
2020-06-22,45,659,2294,278179,25701
2020-06-22,46,81,616,67003,6326
2020-06-22,47,531,2301,664552,35553
2020-06-22,48,2192,,1434128,114881
2020-06-22,49,158,1192,281406,17906
2020-06-22,50,1620,8511,499658,58465
2020-06-22,51,6,,2502,76
2020-06-22,52,56,,57444,1163
2020-06-22,53,1270,4049,545212,31232
2020-06-22,54,745,3231,466634,27878
2020-06-22,55,89,,148652,2552
2020-06-22,56,20,105,26162,1230
2020-06-21,1,12,,87296,755
2020-06-21,2,839,2460,314657,30021
2020-06-21,3,224,1152,227092,15142
2020-06-21,4,0,,174,0
2020-06-21,5,1339,4255,367354,52390
2020-06-21,6,5495,,3145432,173824
2020-06-21,7,1429,5323,248037,30349
2020-06-21,8,4260,10099,352175,45755
2020-06-21,9,533,,69502,10020
2020-06-21,10,504,,84199,10775
2020-06-21,11,3254,13325,1502005,97291
2020-06-21,12,2643,9837,633606,64701
2020-06-21,13,5,,9788,222
2020-06-21,14,17,96,67057,803
2020-06-21,15,685,,231189,25963
2020-06-21,16,89,283,68962,4006
2020-06-21,17,6851,,1224022,137762
2020-06-21,18,2540,6788,369497,42423
2020-06-21,19,254,1035,135590,12059
2020-06-21,20,526,2522,303531,13750
2020-06-21,21,3105,,561034,49778
2020-06-21,22,7858,11085,666259,107061
2020-06-21,23,3066,10544,404725,64306
2020-06-21,24,102,336,78033,2957
2020-06-21,25,6090,,839715,67711
2020-06-21,26,1412,3797,471443,32920
2020-06-21,27,956,,297154,18003
2020-06-21,28,2,,8139,30
2020-06-21,29,938,2767,218074,20641
2020-06-21,30,20,89,69640,717
2020-06-21,31,1220,,692974,52801
2020-06-21,32,71,216,92885,3285
2020-06-21,33,244,1212,136534,17707
2020-06-21,34,339,551,100367,5518
2020-06-21,35,14623,19267,1075825,169142
2020-06-21,36,469,1746,282866,10565
2020-06-21,37,492,,228486,13205
2020-06-21,38,24725,89995,3007383,387936
2020-06-21,39,2700,7242,598413,44808
2020-06-21,40,369,1243,271925,10515
2020-06-21,41,190,946,195674,6937
2020-06-21,42,6423,,576015,81730
2020-06-21,43,149,,113280,6525
2020-06-21,44,894,1922,125701,16476
2020-06-21,45,653,2294,277974,24693
2020-06-21,46,81,608,66729,6297
2020-06-21,47,526,2291,650527,35102
2020-06-21,48,2182,,1414579,111601
2020-06-21,49,158,1184,278933,17462
2020-06-21,50,1611,8509,487682,57994
2020-06-21,51,6,,2502,76
2020-06-21,52,56,,56686,1159
2020-06-21,53,1265,4030,532297,30513
